run_id,mode,seed,phase,episode,episode_objective_reward,mean_step_reward,min_step_reward,max_step_reward,collision_penalty_triggered,mean_ttc,min_ttc,mean_waiting_time,final_waiting_time
diag_rawlsian_seed0,rawlsian,0,train,20,92.9309,8.4483,6.6317,10.7954,0,3.9437326902564975,3.443732690256499,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,21,89.4434,8.9443,6.5782,10.2536,0,3.508391035868411,3.508391035868411,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,22,106.0612,8.8384,6.7184,10.6138,0,8.671592683460634,3.4139004373518795,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,23,126.7506,7.9219,-13.0,9.8939,0,,,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,24,54.3941,9.0657,7.399,9.399,1,0.3352635641200289,0.3352635641200289,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,eval,0,-520.2891,-8.6715,-15.0,9.7013,0,,,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,eval,1,-516.5446,-8.6091,-15.0,9.9934,0,,,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,eval,2,-513.048,-8.5508,-15.0,9.7109,0,,,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,eval,3,-511.509,-8.5251,-15.0,10.6012,0,,,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,eval,4,-512.5794,-8.543,-15.0,9.711,0,,,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,eval,5,-528.5011,-8.8084,-15.0,10.3113,0,,,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,eval,6,-520.0447,-8.6674,-15.0,9.5105,0,,,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,eval,7,-509.2708,-8.4878,-15.0,9.9632,0,,,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,eval,8,-526.2227,-8.7704,-15.0,10.1578,0,,,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,eval,9,-513.5176,-8.5586,-15.0,10.6054,0,,,0.0,0.0
