episode,epsilon,episode_reward,episode_length,merge_completed,collision,safe_merge,unsafe_merge,collision_without_merge,non_merge_failure,termination_reason,time_to_merge,mean_experience,min_experience,final_min_experience,final_gini_experience,near_collision_steps,merge_bonus_applied,non_merge_penalty_applied,collision_penalty_applied
32,0.24,-6.948002659320675,7,0,1,0,0,1,0,collision_without_merge,,10.393898460046785,8.719992401940928,0.18359274139350518,0.27294886988842393,1,0,0,1
33,0.2163,-7.03256690450443,6,0,1,0,0,1,0,collision_without_merge,,10.9299824128924,9.8914436516519,0.12396322864576323,0.3897088218845701,1,0,0,1
34,0.1925,-6.302372804240904,8,0,1,0,0,1,0,collision_without_merge,,10.601226945994528,9.244067989397738,0.10707541804843934,0.40328082775318697,1,0,0,1
35,0.1688,5.489304812690374,10,1,0,1,0,0,0,safe_merge,10,10.124136490658433,8.97860962538075,0.8146916092566967,0.051057818804597366,0,1,0,0
36,0.145,4.977519809990003,9,1,0,1,0,0,0,safe_merge,9,10.507222421123368,8.838932911088895,0.22210010844512693,0.31826357193625987,1,1,0,0
37,0.1212,-5.8381929272129796,9,0,1,0,0,1,0,collision_without_merge,,10.16285049156586,9.248460161748936,0.011852157986196607,0.4882866702485622,1,0,0,1
38,0.0975,-4.606133678050645,9,1,1,0,1,0,0,unsafe_merge,9,11.051076216992833,9.764147382109677,0.21531246537304644,0.32283365676912124,0,1,0,1
39,0.0738,6.62290112433415,12,1,0,1,0,0,0,safe_merge,12,11.373922300407694,9.371501873890248,0.21631407352527193,0.32215607117138423,0,1,0,0
40,0.05,-4.291472504844197,10,1,1,0,1,0,0,unsafe_merge,10,10.55746774696434,9.417054990311605,0.21075515795906524,0.3142397533822485,0,1,0,1
41,0.05,5.982260408586004,11,1,0,1,0,0,0,safe_merge,11,11.218238014707062,9.058655288338189,0.6052392609619065,0.12296009343851377,0,1,0,0
42,0.05,-3.866675748532076,11,1,1,0,1,0,0,unsafe_merge,11,10.825522312900908,9.33331682085077,0.7226652912983276,0.08049581950207307,0,1,0,1
43,0.05,6.039851662148152,11,1,0,1,0,0,0,safe_merge,11,9.611732674583761,9.163366658451183,1.0,0.0,0,1,0,0
44,0.05,-3.8759254899733913,11,1,1,0,1,0,0,unsafe_merge,11,10.488483168428504,9.316499109139288,0.1304185418823876,0.38462809388705455,1,1,0,1
45,0.05,5.505837408182326,10,1,0,1,0,0,0,safe_merge,10,10.45591853276529,9.01167481636465,0.19329038649939295,0.3380189862532752,1,1,0,0
46,0.05,-4.138046438668523,10,1,1,0,1,0,0,unsafe_merge,10,11.133957427859302,9.723907122662954,0.0892393310843367,0.41807187957902814,1,1,0,1
47,0.05,-4.099063065248654,11,1,1,0,1,0,0,unsafe_merge,11,10.101956497475761,8.910794426820628,0.04546236364086082,0.42704059527671157,1,1,0,1
48,0.05,5.826111503783274,11,1,0,1,0,0,0,safe_merge,11,10.559671169044133,8.774748188696863,0.5924568787490615,0.12796048881746813,0,1,0,0
49,0.05,-3.87930843002286,11,1,1,0,1,0,0,unsafe_merge,11,10.574130479212952,9.310348309049346,1.0,0.0,0,1,0,1
50,0.05,5.951375557316608,11,1,0,1,0,0,0,safe_merge,11,11.081179397247118,9.002501013302922,0.5142446725185578,0.16039525721874015,0,1,0,0
51,0.05,5.877861501797641,10,1,0,1,0,0,0,safe_merge,10,10.53161208973256,9.75572300359528,1.0,0.0,0,1,0,0
52,0.05,-3.5744466134064607,13,1,1,0,1,0,0,unsafe_merge,13,10.058312568716435,8.347005210143903,0.858148672725935,0.038170069315811794,0,1,0,1
53,0.05,6.070741458059614,12,1,0,1,0,0,0,safe_merge,12,10.289782418344805,8.45123576343269,0.4090671415263216,0.20968938990145336,0,1,0,0
54,0.05,5.62703675026048,17,1,0,1,0,0,0,safe_merge,17,7.60481601986634,5.443572647365271,-2.0,0.5,0,1,0,0
55,0.05,-3.905743904679139,11,1,1,0,1,0,0,unsafe_merge,11,10.915393866384512,9.262283809674294,0.023919913075296072,0.47663888281706157,1,1,0,1
56,0.05,8.308242524920354,17,1,0,1,0,0,0,safe_merge,17,10.053973366179495,8.597932382259238,0.6444078532604304,0.10812163966333643,0,1,0,0
57,0.05,-4.6392225169987285,9,1,1,0,1,0,0,unsafe_merge,9,11.259104861134611,9.690616628891714,0.013554298543087198,0.48662696358491053,1,1,0,1
58,0.05,6.10293214654575,19,1,0,1,0,0,0,safe_merge,19,8.764516313218675,5.371507522679738,0.9377038615351705,0.016074731464764236,0,1,0,0
59,0.05,5.40937003046506,19,1,0,1,0,0,0,safe_merge,19,8.900345307221556,4.6414421373316435,1.0,0.0,0,1,0,0
60,0.05,5.8486024566607435,12,1,0,1,0,0,0,safe_merge,12,9.708242295790692,8.08100409443457,0.6378691272454491,0.02692336499038106,0,1,0,0
61,0.05,-52.21366185887113,100,0,0,0,0,0,1,max_steps_unmerged,,-6.63767653732936,-10.242732371774213,0.5980101186253911,0.12577826532174918,0,0,1,0
62,0.05,-47.37772967946043,100,0,0,0,0,0,1,max_steps_unmerged,,-6.160378896692648,-9.275545935892076,1.0,0.0,0,0,1,0
63,0.05,-23.14123773796314,69,1,0,1,0,0,0,safe_merge,69,-3.9460687318262195,-6.9974602139023645,1.0,0.0,0,1,0,0
64,0.05,-43.98173891727519,95,1,0,1,0,0,0,safe_merge,95,-6.424263404374948,-9.469839772057927,1.0,0.0,0,1,0,0
65,0.05,-48.88714122696407,100,0,0,0,0,0,1,max_steps_unmerged,,-6.43492394984353,-9.577428245392802,1.0,0.0,0,0,1,0
66,0.05,5.988792226857006,11,1,0,1,0,0,0,safe_merge,11,9.791258860386277,9.070531321558194,1.0,0.0,0,1,0,0
67,0.05,-38.339287305768366,95,1,0,1,0,0,0,safe_merge,95,-5.6914557687874305,-8.28195522226702,0.867529842385715,0.03546667758868538,0,1,0,0
68,0.05,-42.88370606814111,100,0,0,0,0,0,1,max_steps_unmerged,,-5.559357707105983,-8.376741213628218,0.5264459489933417,0.15511654746732328,0,0,1,0
69,0.05,-40.33907504361074,100,0,0,0,0,0,1,max_steps_unmerged,,-5.640900110610121,-7.867815008722147,0.9952262191768592,0.0011963006443225233,0,0,1,0
70,0.05,-38.01275193533712,96,1,0,1,0,0,0,safe_merge,96,-5.616732432633531,-8.127656653195233,1.0,0.0,0,1,0,0
71,0.05,-6.531869660976188,47,1,0,1,0,0,0,safe_merge,47,-0.9429158199563333,-3.2050509195643344,1.0,0.0,0,1,0,0
72,0.05,-33.36253937564976,100,0,0,0,0,0,1,max_steps_unmerged,,-4.755646969701247,-6.472507875129952,0.5379630013295664,0.15021070021548089,0,0,1,0
73,0.05,-2.258108002967849,46,1,0,1,0,0,0,safe_merge,46,0.10506277430581033,-1.416568696942543,1.0,0.0,0,1,0,0
74,0.05,-35.09605403326405,100,0,0,0,0,0,1,max_steps_unmerged,,-4.45851991509603,-6.819210806652811,0.0,0.5,0,0,1,0
75,0.05,6.29424608732505,13,1,0,1,0,0,0,safe_merge,13,8.912596918941926,8.144993980500075,1.0,0.0,0,1,0,0
76,0.05,2.614475650005285,38,1,0,1,0,0,0,safe_merge,38,1.9259526813729129,0.8497240263185715,0.8235477347421192,0.04838158658973479,0,1,0,0
77,0.05,0.4004746535942617,42,1,0,1,0,0,0,safe_merge,42,0.997582078734367,-0.2854882601932094,0.24749245009364412,0.30160805776815236,0,1,0,0
78,0.05,-20.310778719809086,62,1,1,0,1,0,0,unsafe_merge,62,-2.062931668755173,-3.6486382967126088,0.5519663701615166,0.14434385900767155,0,1,0,1
79,0.05,-38.693265705001295,100,0,0,0,0,0,1,max_steps_unmerged,,-5.332033535001601,-7.538653141000257,-9.0,0.5,0,0,1,0
80,0.05,6.0048995946054955,33,1,0,1,0,0,0,safe_merge,33,4.289584164100021,3.0332724815790875,-1.0,0.5,0,1,0,0
81,0.05,-43.96225882138001,100,0,0,0,0,0,1,max_steps_unmerged,,-5.638178350739568,-8.592451764276001,-5.0,0.5,0,0,1,0
82,0.05,-2.058383935318526,15,1,1,0,1,0,0,unsafe_merge,15,10.382377590727923,9.255488086241964,0.015933094752320694,0.4843167873606824,1,1,0,1
83,0.05,-1.5345532250554668,42,1,0,1,0,0,0,safe_merge,42,1.1485113322199478,-1.20693010716927,-7.0,0.5,0,1,0,0
84,0.05,-0.03241462229980385,18,1,1,0,1,0,0,unsafe_merge,18,10.676200152715676,9.963983753000218,0.07363477083515531,0.43141543769314006,1,1,0,1
85,0.05,-14.834422018986787,64,1,0,1,0,0,0,safe_merge,64,-2.569200989042153,-4.94825688093337,-6.0,0.5,0,1,0,0
86,0.05,1.663670170703968,44,1,0,1,0,0,0,safe_merge,44,1.3718039596611662,0.30166825941089376,-1.0,0.5,0,1,0,0
87,0.05,-29.079466976707327,95,1,0,1,0,0,0,safe_merge,95,-4.285072598527453,-6.332519363517332,-3.0,0.5,0,1,0,0
88,0.05,8.52389318831502,17,1,0,1,0,0,0,safe_merge,17,10.218367021283504,8.851639045076494,0.6320523482167925,0.11272544418848862,0,1,0,0
89,0.05,6.4775843853651995,13,1,0,1,0,0,0,safe_merge,13,9.438115405030983,8.427052900561844,1.0,0.0,0,1,0,0
90,0.05,-1.765452579792314,47,1,0,1,0,0,0,safe_merge,47,0.9385596528755056,-1.1767883318265164,-6.0,0.5,0,1,0,0
91,0.05,5.060225254893858,36,1,0,1,0,0,0,safe_merge,36,3.2821065366297844,2.2556806971632546,-2.0,0.5,0,1,0,0
92,0.05,0.691369684555832,45,1,0,1,0,0,0,safe_merge,45,1.1654698553614038,-0.13716902908629688,-2.0,0.5,0,1,0,0
93,0.05,9.50211073284097,22,1,0,1,0,0,0,safe_merge,22,8.837396976573423,7.729191575309972,0.5828610852763497,0.13176737952680861,0,1,0,0
94,0.05,1.718233415843388,44,1,0,1,0,0,0,safe_merge,44,1.7481467822331147,0.3264697344742677,0.0,0.5,0,1,0,0
95,0.05,3.8137267458182853,40,1,0,1,0,0,0,safe_merge,40,2.4754991303140743,1.4068633729091424,-2.0,0.5,0,1,0,0
96,0.05,1.4734408177352676,40,1,0,1,0,0,0,safe_merge,40,2.0983483240641916,0.236720408867634,-1.0,0.5,0,1,0,0
97,0.05,-1.4382997185650241,18,1,1,0,1,0,0,unsafe_merge,18,9.128589506299253,8.40188920159442,0.31200622517052423,0.26219150550907466,0,1,0,1
98,0.05,4.906626230442091,34,1,0,1,0,0,0,safe_merge,34,3.8473916489272333,2.298015429671817,0.0,0.5,0,1,0,0
99,0.05,7.316877909804376,31,1,0,1,0,0,0,safe_merge,31,5.308132469153298,4.075405103099598,1.0,0.0,0,1,0,0
