episode,total_reward,mean_reward,mean_original_reward,mean_rawlsian_reward,rawlsian_reward_sum,rawlsian_scope,ego_neighbourhood_radius,experience_mode,mean_scoped_vehicle_count,mean_min_experience,final_min_experience,mean_vehicle_experience,mean_gini_experience,final_gini_experience,total_collision_count,final_collision_count,mean_n_vehicles,mean_mobility_score,mean_risk_penalty,mean_low_speed_penalty,mean_collision_penalty,reason_collision_steps,reason_low_mobility_steps,reason_low_speed_steps,reason_risk_steps,reason_none_steps,reason_combined_steps,least_advantaged_ego_steps,least_advantaged_non_ego_steps,least_advantaged_ego_ratio,mean_least_advantaged_speed,least_advantaged_crash_steps,steps,terminated,truncated
70,3.088510197834652,0.6177020395669304,0.8177020395669304,-0.2,-1.0,ego_neighbourhood,50.0,safety_mobility,3.8,-0.17589677169778248,-2.134027528948841,0.22572514907511457,0.22449291416206646,0.4722236370012338,2,2,5.0,0.7199553016756047,0.5884603052009805,0.0,0.1,1,2,0,2,0,0,0,5,0.0,17.414815688016002,1,5,True,False
71,6.262951781002676,0.7828689726253345,0.8828689726253345,-0.1,-0.8,ego_neighbourhood,50.0,safety_mobility,3.875,-0.06491229040154695,-2.169822855392885,0.27270558511265947,0.2473417171137416,0.49186855896254844,2,2,5.0,0.717041050464122,0.6386709307029251,0.0,0.0625,1,4,0,3,0,0,0,8,0.0,16.92843452526274,1,8,True,False
72,7.969308794409688,0.6641090662008073,0.8307757328674742,-0.16666666666666666,-1.9999999999999998,ego_neighbourhood,50.0,safety_mobility,4.083333333333333,0.06724792097176917,-2.0233603925338337,0.2726014618793386,0.18869510268048675,0.48730000960589925,2,2,5.0,0.6738365012436304,0.635803412061917,0.0,0.041666666666666664,1,5,0,6,0,0,0,12,0.0,18.194681379662406,1,12,True,False
73,6.6950618093470124,0.6086419826679103,0.7722783463042738,-0.1636363636363636,-1.7999999999999998,ego_neighbourhood,50.0,safety_mobility,3.8181818181818183,-0.02654320249672654,-2.1136616233310246,0.2594971345080674,0.2602853254005551,0.5083213594366363,2,2,5.0,0.6609119435759929,0.6210114363176692,0.0,0.045454545454545456,1,9,0,1,0,0,0,11,0.0,15.258121557567257,1,11,True,False
74,3.1223123076698864,0.6244624615339773,0.8244624615339772,-0.2,-1.0,ego_neighbourhood,50.0,safety_mobility,3.4,-0.1163068211393393,-2.158552195025874,0.2585947791928831,0.21483672511513402,0.45693508748456635,2,2,5.0,0.7270635876803059,0.5369376169748459,0.0,0.1,1,3,0,1,0,0,0,5,0.0,17.56248015990597,1,5,True,False
75,3.144444444444444,0.6288888888888888,0.828888888888889,-0.2,-1.0,ego_neighbourhood,50.0,safety_mobility,3.8,-0.03153227300489978,-1.8168103685883754,0.29008743256334946,0.19493568464720087,0.4510649236103217,2,2,5.0,0.788639280114001,0.5971036951013031,0.0,0.1,1,0,0,4,0,0,0,5,0.0,21.529834436324965,1,5,True,False
76,3.2807226337448556,0.6561445267489712,0.8561445267489713,-0.2,-1.0,ego_neighbourhood,50.0,safety_mobility,3.8,-0.01583707707223576,-1.9345952960198247,0.29944304768423935,0.18071273625026102,0.4612190596593022,2,2,5.0,0.7794696362585076,0.5600531771485366,0.0,0.1,1,2,0,2,0,0,0,5,0.0,21.057323684569194,1,5,True,False
77,4.976265334041029,0.6220331667551287,0.8220331667551286,-0.19999999999999998,-1.5999999999999999,ego_neighbourhood,50.0,safety_mobility,3.75,0.08943509823609636,-1.935171281688096,0.3149566867842871,0.15843603312270996,0.45881721992250046,2,2,5.0,0.7290420661266246,0.5781707586846748,0.0,0.0625,1,3,0,4,0,0,0,8,0.0,19.917131703381436,1,8,True,False
78,6.813622373060716,0.6194202157327924,0.8194202157327924,-0.19999999999999998,-2.1999999999999997,ego_neighbourhood,50.0,safety_mobility,4.090909090909091,0.04636537319238347,-2.0957044010920494,0.25982019493543357,0.1797557262251592,0.48197947338985037,2,2,5.0,0.6810631235247032,0.6606676753603569,0.0,0.045454545454545456,1,4,0,6,0,0,0,11,0.0,18.23514069586369,1,11,True,False
79,10.08122138819688,0.672081425879792,0.8187480925464585,-0.14666666666666664,-2.1999999999999997,ego_neighbourhood,50.0,safety_mobility,4.066666666666666,0.09154936873547953,-2.1649002312239416,0.2649307418881126,0.16146858009373585,0.48993173321832106,2,2,5.0,0.6655724974965568,0.6679501778835549,0.0,0.03333333333333333,1,6,0,8,0,0,0,15,0.0,17.75142413734063,1,15,True,False
80,4.392255330112007,0.6274650471588581,0.8274650471588582,-0.19999999999999998,-1.4,ego_neighbourhood,50.0,safety_mobility,3.4285714285714284,-0.03729345747718095,-2.1442431831673354,0.27263404786689155,0.1653163461232933,0.48469766044525464,2,2,5.0,0.669243092612492,0.5075038037769152,0.0,0.07142857142857142,1,5,0,1,0,0,0,7,0.0,16.76175353493908,1,7,True,False
81,5.699398179344434,0.6332664643716037,0.8332664643716038,-0.19999999999999998,-1.7999999999999998,ego_neighbourhood,50.0,safety_mobility,4.111111111111111,0.050252971760694244,-2.182729037314738,0.2720458216851494,0.16472175257696875,0.4844177892659074,2,2,5.0,0.6965168850293497,0.6267199044661784,0.0,0.05555555555555555,1,2,0,6,0,0,0,9,0.0,18.904524618310763,1,9,True,False
82,3.895813747115244,0.649302291185874,0.8493022911858739,-0.19999999999999998,-1.2,ego_neighbourhood,50.0,safety_mobility,3.6666666666666665,-0.0011526823455954756,-2.113313984059603,0.29233660747045515,0.1961425556827792,0.47357288307350776,2,2,5.0,0.7597616641737321,0.6015167800732205,0.0,0.08333333333333333,1,1,0,4,0,0,0,6,0.0,19.948031978263074,1,6,True,False
83,3.871146699109905,0.6451911165183175,0.8451911165183175,-0.19999999999999998,-1.2,ego_neighbourhood,50.0,safety_mobility,4.0,-0.0320110500623754,-2.189631223851248,0.2584070963792368,0.17726250547523514,0.4825664067761648,2,2,5.0,0.7348983423230003,0.6196491585541936,0.0,0.08333333333333333,1,1,0,4,0,0,0,6,0.0,19.485204841343354,1,6,True,False
84,11.588036847844805,0.7242523029903003,0.8242523029903004,-0.09999999999999999,-1.5999999999999999,ego_neighbourhood,50.0,safety_mobility,2.75,0.13731173471532987,-2.136589418762605,0.21604207922433838,0.13798816816541787,0.4999999913470885,2,2,5.0,0.6259004988328017,0.5697168392169268,0.0,0.0625,1,10,0,5,0,0,2,14,0.125,17.893109798027055,1,16,True,False
85,5.2180196952328295,0.6522524619041037,0.8522524619041038,-0.19999999999999998,-1.5999999999999999,ego_neighbourhood,50.0,safety_mobility,4.0,0.02017225064883227,-2.092868325538192,0.2627636681990911,0.20893640441280065,0.4890962412635207,2,2,5.0,0.7195525160725811,0.6635776957469797,0.0,0.0625,1,1,0,6,0,0,0,8,0.0,19.742499832778357,1,8,True,False
86,5.902761747982506,0.6558624164425007,0.8114179719980563,-0.15555555555555556,-1.4,ego_neighbourhood,50.0,safety_mobility,3.888888888888889,-0.03923840192399893,-2.1370905559554236,0.26673391527301554,0.24247598116178531,0.5076887889295751,2,2,5.0,0.6897395842859582,0.6237891158036629,0.0,0.05555555555555555,1,7,0,1,0,0,0,9,0.0,16.421447639044175,1,9,True,False
87,10.807215246484157,0.7204810164322771,0.8138143497656105,-0.09333333333333332,-1.4,ego_neighbourhood,50.0,safety_mobility,3.933333333333333,0.15844270006302086,0.27656302865163374,0.3426887521728379,0.20808720308441397,0.13845892057518583,0,0,5.0,0.6601267214537709,0.634875938561866,0.0,0.0,0,7,0,8,0,0,0,15,0.0,16.142994612481495,0,15,True,False
88,5.7711100423821575,0.6412344491535731,0.841234449153573,-0.19999999999999998,-1.7999999999999998,ego_neighbourhood,50.0,safety_mobility,3.7777777777777777,0.04161882374238167,-2.2041552149744055,0.29035286918740116,0.20959328654899212,0.5008996440075777,2,2,5.0,0.6969421823116961,0.5909564040263677,0.0,0.05555555555555555,1,3,0,5,0,0,0,9,0.0,18.429837517013052,1,9,True,False
89,5.289423325920808,0.661177915740101,0.8611779157401008,-0.19999999999999998,-1.5999999999999999,ego_neighbourhood,50.0,safety_mobility,3.875,0.03950402917183454,-2.114572635695331,0.2826717956717564,0.18632621960746468,0.47808352938309207,2,2,5.0,0.7400448915552247,0.6647461917669365,0.0,0.0625,1,2,0,5,0,0,0,8,0.0,19.608147176281644,1,8,True,False
90,3.811209091784789,0.6352015152974648,0.8352015152974648,-0.19999999999999998,-1.2,ego_neighbourhood,50.0,safety_mobility,3.8333333333333335,-0.0011242806277984574,-2.0336981169907777,0.306145623755334,0.20354037783826104,0.46877561155612746,2,2,5.0,0.76627233206181,0.5869200832796186,0.0,0.08333333333333333,1,1,0,4,0,0,0,6,0.0,20.29700870524663,1,6,True,False
91,3.2002520053956522,0.6400504010791305,0.8400504010791305,-0.2,-1.0,ego_neighbourhood,50.0,safety_mobility,3.6,-0.08903018353227612,-1.9751760054534118,0.31346653207432934,0.16092677516630882,0.36785653914982697,2,2,5.0,0.7368972480511831,0.5268614319537075,0.0,0.08,1,2,0,2,0,0,1,4,0.2,18.623835671819087,1,5,True,False
92,5.814557100235927,0.7268196375294909,0.8268196375294908,-0.1,-0.8,ego_neighbourhood,50.0,safety_mobility,4.0,-0.02770036042102414,-1.8343298327173934,0.2746483160980737,0.25373976327224135,0.4982251360449499,2,2,5.0,0.7191111654742258,0.6389256987523043,0.0,0.0625,1,6,0,1,0,0,0,8,0.0,17.634705747033223,1,8,True,False
93,4.111321099679267,0.6852201832798778,0.8852201832798778,-0.19999999999999998,-1.2,ego_neighbourhood,50.0,safety_mobility,4.0,0.006753968346426498,-1.8225895483393975,0.2989584010377672,0.20083892422452423,0.4506104022661115,2,2,5.0,0.772991230950141,0.6147323264914141,0.0,0.08333333333333333,1,0,0,5,0,0,0,6,0.0,21.307569596992796,1,6,True,False
94,4.634542100370635,0.6620774429100907,0.8620774429100908,-0.19999999999999998,-1.4,ego_neighbourhood,50.0,safety_mobility,4.0,-0.02154393562586567,-2.157054788522197,0.26715842226815606,0.20889957957067784,0.47854489167145786,2,2,5.0,0.7432635872350056,0.6664960442194136,0.0,0.07142857142857142,1,0,0,6,0,0,0,7,0.0,19.597058092756946,1,7,True,False
95,4.468484144847392,0.6383548778353417,0.8383548778353419,-0.19999999999999998,-1.4,ego_neighbourhood,50.0,safety_mobility,3.857142857142857,0.005051987668626293,-2.1353846879306864,0.27895143451841414,0.19376595015565637,0.4850590616010533,2,2,5.0,0.7309870388484276,0.6183569229457414,0.0,0.07142857142857142,1,0,0,6,0,0,0,7,0.0,19.706551145387632,1,7,True,False
96,8.992786076221527,0.5995190717481018,0.772852405081435,-0.17333333333333334,-2.6,ego_neighbourhood,50.0,safety_mobility,3.4,0.13587126424518192,0.27082374550906496,0.367985313201525,0.17720488843138207,0.14275746620269358,0,0,5.0,0.6543380868763937,0.5627055473497375,0.016666666666666666,0.0,0,12,0,3,0,0,0,15,0.0,14.145723632838843,0,15,True,False
97,2.884189576529978,0.5768379153059956,0.7768379153059957,-0.2,-1.0,ego_neighbourhood,50.0,safety_mobility,4.2,-0.16870105884556516,-2.1281600026970753,0.2829905410262926,0.20329370657697274,0.40287392467700367,2,2,5.0,0.7179700494543918,0.5499590168561985,0.0,0.08,1,3,0,1,0,0,0,5,0.0,17.272165613369218,1,5,True,False
98,2.552561072945784,0.638140268236446,0.838140268236446,-0.2,-0.8,ego_neighbourhood,50.0,safety_mobility,3.75,-0.17934718227045637,-1.9534599971347182,0.32529453868942476,0.19234336321539536,0.38814491613161994,2,2,5.0,0.7731433811847892,0.49569768499072914,0.0,0.1,1,2,0,1,0,0,0,4,0.0,18.910287485320506,1,4,True,False
99,12.985624485405348,0.8657082990270232,0.9057082990270231,-0.04000000000000001,-0.6000000000000001,ego_neighbourhood,50.0,safety_mobility,3.8666666666666667,0.25931481720334865,0.21144517870260193,0.338809953918127,0.12533527762776905,0.2719044646149342,0,0,5.0,0.6913592718066508,0.7050986357770479,0.0,0.0,0,7,0,8,0,0,0,15,0.0,18.99567590832357,0,15,True,False
