episode,total_reward,mean_reward,experience_mode,mean_min_experience,final_min_experience,mean_vehicle_experience,mean_gini_experience,final_gini_experience,total_collision_count,final_collision_count,mean_n_vehicles,mean_mobility_score,mean_risk_penalty,mean_low_speed_penalty,mean_collision_penalty,reason_collision_steps,reason_low_mobility_steps,reason_low_speed_steps,reason_risk_steps,reason_none_steps,reason_combined_steps,least_advantaged_ego_steps,least_advantaged_non_ego_steps,least_advantaged_ego_ratio,mean_least_advantaged_speed,least_advantaged_crash_steps,mean_neighbourhood_min_experience,final_neighbourhood_min_experience,mean_neighbourhood_gini_experience,mean_neighbourhood_vehicle_count,neighbourhood_least_advantaged_ego_ratio,steps,terminated,truncated
72,10.950485896468196,0.842345068959092,safety_mobility,0.040643025408810304,-2.1928897019776037,0.3102283757783481,0.2453085016833518,0.41291814745909505,2,2,5.0,0.6869596039126361,0.7130248592136349,0.0,0.038461538461538464,1,5,0,7,0,0,0,13,0.0,17.509818744442608,1,0.058351029222870526,-2.1928897019776037,0.18090995599148724,3.923076923076923,0.0,13,True,False
73,4.070283300494423,0.8140566600988846,safety_mobility,-0.27680873480281615,-2.2599966479560383,0.21764223011718134,0.26639777160389777,0.40036861987806205,2,2,5.0,0.7152574688777265,0.5347000035008035,0.0,0.08,1,3,0,1,0,0,0,5,0.0,14.975108557249262,1,-0.19651805826032173,-2.2599966479560383,0.2246238159944117,4.0,0.0,5,True,False
74,7.236079109118071,0.9045098886397589,safety_mobility,-0.07350443752179109,-2.02753524588414,0.3164681138648618,0.2649043249324813,0.3937900023987191,2,2,5.0,0.7268888046933422,0.6147807434530801,0.0,0.0625,1,5,0,2,0,0,0,8,0.0,16.664821900710066,1,-0.01571612703848929,-2.02753524588414,0.24084913245775247,3.75,0.0,8,True,False
75,5.900807204925836,0.842972457846548,safety_mobility,-0.023919674908614956,-2.1314309453003095,0.3007138330047368,0.19602173156599603,0.4141775554877385,2,2,5.0,0.7282726387300013,0.6353342759053878,0.0,0.07142857142857142,1,0,0,6,0,0,0,7,0.0,18.655486120039946,1,0.00809549266356743,-2.1314309453003095,0.17199578286050707,4.0,0.0,7,True,False
76,13.493500672411532,0.8995667114941022,safety_mobility,0.18722517053234525,0.21234473592495146,0.35150045904042576,0.2279700084129944,0.17680481659056935,0,0,5.0,0.6778760896268096,0.6183518431130942,0.0,0.0,0,10,0,5,0,0,0,15,0.0,17.321192892387792,0,0.25804461852262633,0.21234473592495146,0.16220460688300248,3.8,0.06666666666666667,15,True,False
77,13.00033439649109,0.9285953140350778,safety_mobility,0.21862553964769363,0.2097934607052513,0.3918690224776909,0.2172324959145456,0.23915223772677496,0,0,5.0,0.7043051872389825,0.5664938888104231,0.0,0.0,0,9,0,5,0,0,0,14,0.0,18.75260035578122,0,0.33114782347972,0.2097934607052513,0.13965984627876177,3.642857142857143,0.2857142857142857,14,True,False
78,5.971760493856794,0.8531086419795421,safety_mobility,-0.04984166833473006,-2.1570075484034055,0.3040414228462142,0.22687811003349756,0.4097127673052401,2,2,5.0,0.7450734695944214,0.6710724853139666,0.0,0.07142857142857142,1,0,0,6,0,0,0,7,0.0,18.90238345230073,1,-0.020714308417970617,-2.1570075484034055,0.21491503472096893,3.857142857142857,0.0,7,True,False
79,10.1948534998929,0.849571124991075,safety_mobility,0.05068061614866015,-2.0095730263866276,0.315482980242944,0.2443098160834556,0.4131468151611435,2,2,5.0,0.7016740179676698,0.7177792970262908,0.0,0.041666666666666664,1,4,0,7,0,0,0,12,0.0,17.928172734649795,1,0.07435764574538384,-2.0095730263866276,0.1679487745909319,3.9166666666666665,0.0,12,True,False
80,4.123598128258029,0.8247196256516058,safety_mobility,-0.24273474698749556,-2.200516632837574,0.23015510088798993,0.23180424502651792,0.3962196322031586,2,2,5.0,0.7156627632969828,0.5685763085709492,0.0,0.08,1,3,0,1,0,0,0,5,0.0,15.470661779471495,1,-0.20098135020649605,-2.200516632837574,0.21477949479347233,4.2,0.0,5,True,False
81,5.812319878148413,0.8303314111640591,safety_mobility,-0.037424236450728135,-2.157019245264921,0.308551231764786,0.20314588439395823,0.4066121885494589,2,2,5.0,0.740323870279248,0.6520433142988366,0.0,0.07142857142857142,1,0,0,6,0,0,0,7,0.0,18.6620576205144,1,-0.01330490247942638,-2.157019245264921,0.19601215873917782,4.0,0.0,7,True,False
82,9.316323741666883,0.7763603118055736,safety_mobility,-0.039892910865399256,-1.782462650918693,0.30855491872433466,0.26212533409020294,0.43027671096546305,2,2,5.0,0.6793292494569697,0.5823532698670227,0.0,0.041666666666666664,1,8,0,3,0,0,0,12,0.0,16.397078200288313,1,0.05785116685358482,-1.782462650918693,0.21686999678118232,3.6666666666666665,0.0,12,True,False
83,4.220343074531321,0.8440686149062643,safety_mobility,-0.13241889551626618,-2.0009605365529657,0.28792433564116876,0.20201805980300022,0.3961487548445686,2,2,5.0,0.7635967790063083,0.5829062356773407,0.0,0.1,1,0,0,4,0,0,0,5,0.0,18.802969883797726,1,-0.05414382137082803,-2.0009605365529657,0.18791748402274053,4.0,0.0,5,True,False
84,7.2116125678574265,0.9014515709821783,safety_mobility,-0.09181562081019734,-2.1837582861779814,0.299539175719191,0.25339632679215607,0.39811887433099447,2,2,5.0,0.7156461950799607,0.6132349331200602,0.0,0.0625,1,4,0,3,0,0,0,8,0.0,16.26604655229421,1,-0.040072953501051056,-2.1837582861779814,0.24064036721895596,3.875,0.0,8,True,False
85,6.89469749776978,0.8618371872212225,safety_mobility,-0.004620860917796621,-2.071544979285372,0.30581514775221996,0.20881257913713508,0.36741263956281256,2,2,5.0,0.7352515448609599,0.6542266569156481,0.0,0.0625,1,1,0,6,0,0,0,8,0.0,19.047419213908164,1,0.022837668930434762,-2.071544979285372,0.1959907757840955,4.125,0.0,8,True,False
86,10.456546517456628,0.871378876454719,safety_mobility,0.09643133446899706,-0.12138799226348318,0.3888186567777094,0.2705325511978904,0.3456474267430669,0,0,5.0,0.734249237956072,0.594517041077112,0.0,0.0,0,10,0,2,0,0,0,12,0.0,14.21502164162687,0,0.2265505680340536,0.5815615874154866,0.2510986468212865,3.4166666666666665,0.0,12,True,False
87,11.860813750540535,0.7413008594087834,safety_mobility,-0.06849611994133047,-0.5179867853171477,0.302122351543392,0.22571675567931096,0.2345737509889929,0,0,5.0,0.6459074072729383,0.5779705794788271,0.03125,0.0,0,8,0,8,0,0,0,16,0.0,11.265169398316598,0,0.10683717950188418,0.27655307150566466,0.19480464211155696,3.75,0.0,16,True,False
88,10.681173991933258,0.8216287686102507,safety_mobility,0.01136642448480075,-2.196185315976275,0.3184467651984667,0.24926367045591652,0.4082478357131738,2,2,5.0,0.6748148521837144,0.6455745095012833,0.0,0.038461538461538464,1,6,0,6,0,0,0,13,0.0,16.50077712004464,1,0.03385384780586674,-2.196185315976275,0.22302996508138523,4.0,0.0,13,True,False
89,4.275276633813951,0.8550553267627903,safety_mobility,-0.1505049874211112,-2.0583372147848453,0.2777092595944505,0.20506030883850768,0.3995954687399468,2,2,5.0,0.7592508927836734,0.5766088445207604,0.0,0.1,1,1,0,3,0,0,0,5,0.0,18.458964400279964,1,-0.060964234659910986,-2.0583372147848453,0.18653519565860238,3.8,0.0,5,True,False
90,13.502933526980094,0.8439333454362559,safety_mobility,0.13590814898169581,0.2108771838654923,0.3567069908075741,0.23523963458835656,0.19229525841586081,0,0,5.0,0.6669755579762687,0.4977426341498877,0.0,0.0,0,15,0,1,0,0,0,16,0.0,16.3794654264156,0,0.26051597295426,0.2108771838654923,0.1524505846428809,3.5625,0.0625,16,True,False
91,5.735775607867515,0.819396515409645,safety_mobility,-0.0848535716975298,-2.0956853665472726,0.22814611875042726,0.17225778991311122,0.3896021970585768,2,2,5.0,0.6830638359747502,0.5232670555816185,0.0,0.07142857142857142,1,4,0,2,0,0,0,7,0.0,15.891268253477392,1,-0.01381051663952285,-2.0956853665472726,0.15297187856339084,3.2857142857142856,0.14285714285714285,7,True,False
92,11.04470527100404,0.7363136847336026,safety_mobility,-0.09188207408392339,-0.6884445814047464,0.2916683167472419,0.2661705619362348,0.24539358299947334,0,0,5.0,0.6317221605724896,0.6047621478774097,0.016666666666666666,0.0,0,14,0,1,0,0,0,15,0.0,10.68604077220737,0,0.07547040401143083,0.4184539635490988,0.22531686933949727,3.933333333333333,0.0,15,True,False
93,6.852495942056805,0.8565619927571007,safety_mobility,-0.018533510556611288,-2.177103247810176,0.2998655720031101,0.22497536889542993,0.41946887731792115,2,2,5.0,0.728542637727984,0.6817902290174768,0.0,0.0625,1,1,0,6,0,0,0,8,0.0,18.469172212802725,1,0.006546481048266994,-2.177103247810176,0.20479245968369927,4.0,0.0,8,True,False
94,5.122274001786555,0.8537123336310924,safety_mobility,-0.06704482181105902,-2.0335555064716724,0.2936414850952676,0.20446964934442266,0.3972844657519481,2,2,5.0,0.7493531917977941,0.6242552226212799,0.0,0.08333333333333333,1,0,0,5,0,0,0,6,0.0,19.295117859162055,1,-0.03772471951832427,-2.0335555064716724,0.2020626451057286,4.0,0.0,6,True,False
95,4.9013693026707985,0.8168948837784664,safety_mobility,-0.07572962920721649,-2.1078548056966584,0.3040733200547266,0.2133034630016646,0.4004704055478996,2,2,5.0,0.7538444332121719,0.6277389820552898,0.0,0.08333333333333333,1,0,0,5,0,0,0,6,0.0,18.762015224945884,1,-0.03924074022023608,-2.1078548056966584,0.20297070829170993,3.8333333333333335,0.0,6,True,False
96,10.52585976072829,0.7017239840485526,safety_mobility,-0.1252001490939488,-1.8284067405202935,0.25791719558002435,0.22277427486742063,0.4621652760093362,2,2,5.0,0.5959401424812385,0.49912464582826205,0.04444444444444444,0.04444444444444444,1,13,0,1,0,0,0,15,0.0,12.613281410932109,1,-0.011504035185838956,-1.8284067405202935,0.20562722429338934,3.066666666666667,0.06666666666666667,15,True,False
97,3.132123456790123,0.7830308641975308,safety_mobility,-0.277409289356947,-2.025663784363044,0.24668291964572822,0.22154448922579872,0.37755503286480385,2,2,5.0,0.7628453609176445,0.525685286349694,0.0,0.1,1,2,0,1,0,0,0,4,0.0,17.237765282569313,1,-0.2176646947200676,-2.025663784363044,0.19703817431977488,4.0,0.0,4,True,False
98,10.116103018075075,0.7781617706211595,safety_mobility,-0.08578720745532073,-2.1246806028793737,0.2738298400322501,0.2858335331838796,0.4310329306145737,2,2,5.0,0.6496434542521585,0.680231564154193,0.0,0.07692307692307693,1,9,0,3,0,0,0,13,0.0,13.879883825552058,1,-0.02827997023322215,-2.1246806028793737,0.24925415594103323,3.6923076923076925,0.0,13,True,False
99,8.246983468223988,0.8246983468223987,safety_mobility,0.005109328741489572,-2.1623109160244245,0.3130280583880727,0.21195722770688824,0.39556539080586095,2,2,5.0,0.6937870517352938,0.5135714756449552,0.0,0.05,1,7,0,2,0,0,0,10,0.0,17.995329173606727,1,0.14096335695775303,-2.1623109160244245,0.1464133358059991,3.8,0.0,10,True,False
