episode,total_reward,mean_reward,metric_scope,experience_mode,ego_neighbourhood_radius,mean_scoped_vehicle_count,mean_min_experience,final_min_experience,mean_vehicle_experience,mean_gini_experience,final_gini_experience,total_collision_count,final_collision_count,mean_n_vehicles,mean_mobility_score,mean_risk_penalty,mean_low_speed_penalty,mean_collision_penalty,least_advantaged_ego_steps,least_advantaged_non_ego_steps,least_advantaged_ego_ratio,mean_least_advantaged_speed,least_advantaged_crash_steps,reason_collision_steps,reason_low_mobility_steps,reason_low_speed_steps,reason_risk_steps,reason_none_steps,reason_combined_steps,steps,terminated,truncated,mean_original_reward,mean_rawlsian_reward,rawlsian_reward_sum,seed,model_type
22,7.708086290072156,0.700735117279287,ego_neighbourhood,safety_mobility,50.0,4.636363636363637,0.05699945950143315,-1.968637888902335,0.31508266715135497,0.2083130145798645,0.4020246905889351,2,2,5.0,0.6811180381646735,0.5866161965720916,0.0,0.03636363636363637,0,11,0.0,18.46172405599787,1,1,4,0,6,0,0,11,True,False,0.8643714809156506,-0.1636363636363636,-1.7999999999999998,0,rawlsian
23,11.724640888306206,0.7327900555191379,ego_neighbourhood,safety_mobility,50.0,3.0,0.1924642169329447,-2.2146784040659897,0.340234302498351,0.16349924756212486,0.6577775141274547,2,2,5.0,0.6518513172783301,0.456567362893291,0.0,0.041666666666666664,5,11,0.3125,18.020765904048943,1,1,13,0,2,0,0,16,True,False,0.857790055519138,-0.12499999999999999,-1.9999999999999998,0,rawlsian
24,13.611790001160966,0.8507368750725604,ego_neighbourhood,safety_mobility,50.0,2.75,0.2183382946799738,0.1857105711040482,0.3088266426765823,0.12712106844782428,0.07075731002343644,0,0,5.0,0.647851119217893,0.6780489530826207,0.0,0.0,0,16,0.0,17.9561893989079,0,0,6,0,10,0,0,16,True,False,0.9007368750725604,-0.05,-0.8,0,rawlsian
25,7.308086290072156,0.6643714809156506,ego_neighbourhood,safety_mobility,50.0,4.636363636363637,0.07921592250140584,-1.9519201707307667,0.31798451606078326,0.18563138831225984,0.4027390627253127,2,2,5.0,0.6804707176846774,0.5795178577932427,0.0,0.03636363636363637,0,11,0.0,18.82528854553136,1,1,4,0,6,0,0,11,True,False,0.8643714809156506,-0.19999999999999998,-2.1999999999999997,0,rawlsian
26,8.758197682993002,0.7298498069160835,ego_neighbourhood,safety_mobility,50.0,4.666666666666667,0.01869823452836361,-2.0478433225106296,0.3211080556428865,0.24088790228697943,0.40595879841899696,2,2,5.0,0.6726907750079728,0.5698321053968393,0.0,0.03333333333333333,0,12,0.0,17.381837870190324,1,1,5,0,6,0,0,12,True,False,0.8631831402494169,-0.13333333333333333,-1.5999999999999999,0,rawlsian
27,7.889752203675308,0.6574793503062757,ego_neighbourhood,safety_mobility,50.0,4.166666666666667,0.07531996926876265,-2.13016105815707,0.29095568295415947,0.15833708919778328,0.41619245173722463,2,2,5.0,0.6763323642433096,0.637420029244967,0.0,0.03333333333333333,0,12,0.0,17.961875904206778,1,1,5,0,6,0,0,12,True,False,0.8574793503062756,-0.19999999999999998,-2.4,0,rawlsian
28,10.305258478728872,0.6440786549205545,ego_neighbourhood,safety_mobility,50.0,4.3125,0.0859930216840575,0.3478602991433946,0.3519301044077917,0.19893460689558662,0.058661331004630224,0,0,5.0,0.6461509944139191,0.5696917800122546,0.03125,0.0,2,14,0.125,14.388082292102196,0,0,10,0,6,0,0,16,True,False,0.7690786549205544,-0.12499999999999999,-1.9999999999999998,0,rawlsian
29,9.905258478728872,0.6190786549205545,ego_neighbourhood,safety_mobility,50.0,4.0625,0.09314284543388217,0.374653454703702,0.3338005486831007,0.18815504792409388,0.001116458145800081,0,0,5.0,0.6407088966620941,0.5950666959579867,0.03125,0.0,0,16,0.0,14.296357259562994,0,0,11,0,5,0,0,16,True,False,0.7690786549205544,-0.15,-2.4,0,rawlsian
30,14.411790001160966,0.9007368750725604,ego_neighbourhood,safety_mobility,50.0,3.375,0.21861514487089198,0.19291985569688413,0.398274851965564,0.2399109525658176,0.28046111614562586,0,0,5.0,0.6572984002431255,0.5180470965551228,0.0,0.0,0,16,0.0,17.803123384812892,0,0,6,0,10,0,0,16,True,False,0.9007368750725604,-3.469446951953614e-18,-5.551115123125783e-17,0,rawlsian
31,7.281353784875679,0.6619412531705163,ego_neighbourhood,safety_mobility,50.0,4.0,0.06042240080621785,-2.035777702930238,0.2669264158157526,0.17666781209382976,0.4802781512002272,2,2,5.0,0.6749966586007332,0.6343223037517794,0.0,0.045454545454545456,0,11,0.0,18.17687065909162,1,1,4,0,6,0,0,11,True,False,0.8619412531705163,-0.19999999999999998,-2.1999999999999997,0,rawlsian
32,9.505258478728871,0.5940786549205544,ego_neighbourhood,safety_mobility,50.0,4.625,0.06575098694371748,0.35116452658925446,0.3573000959245557,0.19914768051748016,0.12428270314354672,0,0,5.0,0.649478259784665,0.5693563277202185,0.025,0.0,0,16,0.0,14.32721841621135,0,0,10,0,6,0,0,16,True,False,0.7690786549205544,-0.17500000000000002,-2.8000000000000003,0,rawlsian
33,9.505258478728871,0.5940786549205544,ego_neighbourhood,safety_mobility,50.0,4.5,0.07637192007452373,0.3776725245981691,0.3678394364218589,0.19281485358463307,0.008266922851914105,0,0,5.0,0.6513443912919034,0.5520099097400889,0.025,0.0,0,16,0.0,14.298543650716184,0,0,11,0,5,0,0,16,True,False,0.7690786549205544,-0.17500000000000002,-2.8000000000000003,0,rawlsian
34,12.811790001160965,0.8007368750725603,ego_neighbourhood,safety_mobility,50.0,2.75,0.23692661773519394,0.15830908691770906,0.33095360340864155,0.14590638321864546,0.08147945684540447,0,0,5.0,0.6459104334717464,0.6299136601262098,0.0,0.0,0,16,0.0,18.347223872915507,0,0,6,0,10,0,0,16,True,False,0.9007368750725604,-0.09999999999999999,-1.5999999999999999,0,rawlsian
35,13.211790001160967,0.8257368750725604,ego_neighbourhood,safety_mobility,50.0,2.5625,0.2297587613721571,0.17347278638794184,0.31100565287252724,0.12156768228568086,0.07521424689705891,0,0,5.0,0.6445848685594178,0.6671584313737808,0.0,0.0,0,16,0.0,17.95645664422765,0,0,6,0,10,0,0,16,True,False,0.9007368750725604,-0.075,-1.2,0,rawlsian
36,13.211790001160967,0.8257368750725604,ego_neighbourhood,safety_mobility,50.0,2.625,0.22953476301417236,0.17686649797027054,0.31645419099976574,0.1334388993527152,0.07412664078455244,0,0,5.0,0.6468462187928989,0.6607840555862667,0.0,0.0,0,16,0.0,18.15650521265066,0,0,6,0,10,0,0,16,True,False,0.9007368750725604,-0.075,-1.2,0,rawlsian
37,8.298892360272268,0.6915743633560223,ego_neighbourhood,safety_mobility,50.0,4.666666666666667,0.06151241848555541,-2.1077702104373435,0.3080255570632599,0.21480219885816101,0.4129841409497206,2,2,5.0,0.6763719561811996,0.6033594649025462,0.0,0.03333333333333333,0,12,0.0,18.147268028320408,1,1,3,0,8,0,0,12,True,False,0.8582410300226889,-0.16666666666666666,-1.9999999999999998,0,rawlsian
38,14.011790001160968,0.8757368750725605,ego_neighbourhood,safety_mobility,50.0,3.5625,0.20241669047902044,0.19147033062405328,0.38916289198178355,0.23866259100730508,0.2823535195097102,0,0,5.0,0.6547229668349639,0.5311201497063606,0.0,0.0,0,16,0.0,17.800125809713254,0,0,5,0,11,0,0,16,True,False,0.9007368750725604,-0.025000000000000005,-0.4000000000000001,0,rawlsian
39,3.7326583605253876,0.6221097267542313,ego_neighbourhood,safety_mobility,50.0,4.166666666666667,-0.13458395334145945,-2.2045610628820205,0.25678496448117527,0.2444819508481857,0.4911696997898236,2,2,5.0,0.6887570172966512,0.5306107722976187,0.0,0.08333333333333333,0,6,0.0,16.41494288574339,1,1,4,0,1,0,0,6,True,False,0.8221097267542312,-0.19999999999999998,-1.2,0,rawlsian
40,3.7656242714456334,0.6276040452409389,ego_neighbourhood,safety_mobility,50.0,4.0,-0.09603899415800732,-2.1112984147786285,0.2661291164917557,0.22193680167376753,0.49106982439221225,2,2,5.0,0.7050111159916074,0.5444306656663703,0.0,0.08333333333333333,0,6,0.0,17.42490592537331,1,1,4,0,1,0,0,6,True,False,0.8276040452409389,-0.19999999999999998,-1.2,0,rawlsian
41,4.299263243062037,0.6141804632945768,ego_neighbourhood,safety_mobility,50.0,4.142857142857143,-0.07599518475143123,-2.204849427185542,0.27039659319367626,0.2343391909096178,0.4946060828230221,2,2,5.0,0.684904351011971,0.5433012299223038,0.0,0.07142857142857142,0,7,0.0,16.160787519791935,1,1,5,0,1,0,0,7,True,False,0.8141804632945767,-0.19999999999999998,-1.4,0,rawlsian
42,8.298892360272268,0.6915743633560223,ego_neighbourhood,safety_mobility,50.0,4.666666666666667,0.06881695591454862,-2.106535529556176,0.3088781174312316,0.20824910276989939,0.41257853409966394,2,2,5.0,0.6787921795372664,0.606494790878736,0.0,0.03333333333333333,0,12,0.0,18.341334746770617,1,1,3,0,8,0,0,12,True,False,0.8582410300226889,-0.16666666666666666,-1.9999999999999998,0,rawlsian
43,8.719177912108023,0.7265981593423353,ego_neighbourhood,safety_mobility,50.0,4.666666666666667,0.013859112763399795,-2.0707762406570396,0.31584347364398285,0.2427613422251993,0.40610564479691225,2,2,5.0,0.6711840280684784,0.5773477755156577,0.0,0.03333333333333333,0,12,0.0,17.48554558088463,1,1,4,0,7,0,0,12,True,False,0.8599314926756687,-0.13333333333333333,-1.5999999999999999,0,rawlsian
44,9.905258478728872,0.6190786549205545,ego_neighbourhood,safety_mobility,50.0,4.0,0.07671832356423602,0.27837693932176216,0.3163936489433355,0.21525922235226252,0.11204472723944847,0,0,5.0,0.6414601623808289,0.6313830268749868,0.03125,0.0,0,16,0.0,14.316178615335591,0,0,8,0,8,0,0,16,True,False,0.7690786549205544,-0.15,-2.4,0,rawlsian
45,3.850611981978616,0.6417686636631027,ego_neighbourhood,safety_mobility,50.0,4.166666666666667,-0.0668097458098893,-1.9254448544512937,0.3020792027908829,0.20445082373526505,0.40093584010104233,2,2,5.0,0.718563937003629,0.5663028017588257,0.0,0.06666666666666667,0,6,0.0,17.62695204383058,1,1,4,0,1,0,0,6,True,False,0.8417686636631027,-0.19999999999999998,-1.2,0,rawlsian
46,8.746955689885802,0.7289129741571502,ego_neighbourhood,safety_mobility,50.0,4.666666666666667,0.020799077577852487,-2.074161884512771,0.3175569809408891,0.2344032305352076,0.4050858046267931,2,2,5.0,0.6734445492606298,0.5784418033061483,0.0,0.03333333333333333,0,12,0.0,17.502812693024016,1,1,5,0,6,0,0,12,True,False,0.8622463074904836,-0.13333333333333333,-1.5999999999999999,0,rawlsian
47,13.29512333449312,0.83094520840582,ego_neighbourhood,safety_mobility,50.0,4.4375,0.24129167491373193,0.15939433531421465,0.35200972540307746,0.1674359518163262,0.07758844102057272,0,0,5.0,0.6800146898586077,0.6560099289110605,0.0,0.0,0,16,0.0,18.72879133261199,0,0,5,0,11,0,0,16,True,False,0.90594520840582,-0.075,-1.2,0,rawlsian
48,12.811790001160965,0.8007368750725603,ego_neighbourhood,safety_mobility,50.0,2.625,0.23175940553465008,0.17050996154053794,0.32154403084922967,0.13326946248119836,0.07689811985625417,0,0,5.0,0.6452189338894638,0.6473498060804682,0.0,0.0,0,16,0.0,17.980267006320954,0,0,6,0,10,0,0,16,True,False,0.9007368750725604,-0.09999999999999999,-1.5999999999999999,0,rawlsian
49,12.811790001160965,0.8007368750725603,ego_neighbourhood,safety_mobility,50.0,2.6875,0.23023336622758245,0.1733407979020642,0.32204759255139026,0.1412316343689302,0.07556524584835334,0,0,5.0,0.6452185571868897,0.646341929270999,0.0,0.0,0,16,0.0,18.21177304115394,0,0,6,0,10,0,0,16,True,False,0.9007368750725604,-0.09999999999999999,-1.5999999999999999,0,rawlsian
0,13.745123334445882,0.9163415556297255,ego_neighbourhood,safety_mobility,50.0,3.933333333333333,0.2296071708599912,0.21109312574832856,0.31700899381510605,0.12803736169168792,0.0800316436302253,0,0,5.0,0.6817654857613186,0.7295129838924251,0.0,0.0,0,15,0.0,18.400891591461185,0,0,7,0,8,0,0,15,True,False,0.0,0.0,0.0,1,baseline
1,12.633051224581767,0.8422034149721178,ego_neighbourhood,safety_mobility,50.0,3.8666666666666667,0.14246443800295358,0.2798225848369354,0.30939755716488576,0.16302666480192246,0.06052760099117327,0,0,5.0,0.6517204960823562,0.6846458778349407,0.0,0.0,1,14,0.06666666666666667,14.465570735207253,0,0,9,0,6,0,0,15,True,False,0.0,0.0,0.0,1,baseline
2,12.633051224581767,0.8422034149721178,ego_neighbourhood,safety_mobility,50.0,3.8666666666666667,0.1382154377418684,0.30892063911910134,0.3133737728965465,0.16454568269203956,0.012994351163418738,0,0,5.0,0.6511667501290651,0.6755859544650374,0.0,0.0,1,14,0.06666666666666667,14.478915743357922,0,0,8,0,7,0,0,15,True,False,0.0,0.0,0.0,1,baseline
3,3.3635533241239375,0.8408883310309844,ego_neighbourhood,safety_mobility,50.0,3.75,-0.19946119278095858,-1.980699415280062,0.3056183289855104,0.19311978617744108,0.38853153985260147,2,2,5.0,0.769664296463483,0.5280919349559452,0.0,0.1,0,4,0.0,18.747923963198527,1,1,2,0,1,0,0,4,True,False,0.0,0.0,0.0,1,baseline
4,3.3479449820996816,0.8369862455249204,ego_neighbourhood,safety_mobility,50.0,3.75,-0.2037437865880083,-2.0068853001635807,0.3115382074428884,0.19581057212702319,0.3935475219461173,2,2,5.0,0.7600388443355084,0.49700127378523995,0.0,0.1,0,4,0.0,18.345663113522704,1,1,2,0,1,0,0,4,True,False,0.0,0.0,0.0,1,baseline
5,8.650863752173246,0.8650863752173246,ego_neighbourhood,safety_mobility,50.0,4.0,0.04388776828937124,-2.173084518811528,0.25206159840607356,0.15379249652088253,0.48437185170301245,2,2,5.0,0.6904488138069238,0.6767744308017003,0.0,0.05,0,10,0.0,18.331236770347648,1,1,3,0,6,0,0,10,True,False,0.0,0.0,0.0,1,baseline
6,3.380338850723562,0.8450847126808905,ego_neighbourhood,safety_mobility,50.0,3.5,-0.16236127253867755,-1.9354781096459772,0.2642042367757943,0.20381245570590023,0.45392846300023293,2,2,5.0,0.7762878661099617,0.5241672586683346,0.0,0.125,0,4,0.0,19.005173898014036,1,1,3,0,0,0,0,4,True,False,0.0,0.0,0.0,1,baseline
7,12.633051224581767,0.8422034149721178,ego_neighbourhood,safety_mobility,50.0,3.8,0.14359785056939975,0.3375761945854389,0.3341321772230937,0.18405349538767124,0.012510209634088998,0,0,5.0,0.6544517139381838,0.6406390734301806,0.0,0.0,0,15,0.0,14.47734782695561,0,0,9,0,6,0,0,15,True,False,0.0,0.0,0.0,1,baseline
8,8.680289136329986,0.8680289136329986,ego_neighbourhood,safety_mobility,50.0,4.2,0.040183954628910265,-2.1195968800772746,0.2620427956253381,0.19012812650793803,0.47870885743984726,2,2,5.0,0.6924345722690314,0.6607835532873865,0.0,0.05,0,10,0.0,18.553266759805673,1,1,3,0,6,0,0,10,True,False,0.0,0.0,0.0,1,baseline
9,3.3479449820996816,0.8369862455249204,ego_neighbourhood,safety_mobility,50.0,4.0,-0.22718937801082117,-2.0289881021960245,0.28826356948151993,0.20220583409615656,0.38635648011843937,2,2,5.0,0.7630601954097971,0.5495932518565547,0.0,0.1,0,4,0.0,18.445429127808318,1,1,2,0,1,0,0,4,True,False,0.0,0.0,0.0,1,baseline
10,13.745123334445882,0.9163415556297255,ego_neighbourhood,safety_mobility,50.0,3.933333333333333,0.21921786706794308,0.20729104282107003,0.3311286721233229,0.14363747785470485,0.1671020026800829,0,0,5.0,0.6787324194856763,0.6952074947247068,0.0,0.0,0,15,0.0,18.870468748139054,0,0,5,0,10,0,0,15,True,False,0.0,0.0,0.0,1,baseline
11,12.633051224581767,0.8422034149721178,ego_neighbourhood,safety_mobility,50.0,3.8,0.138500517957497,0.27927811474813224,0.3112364761882185,0.17705357821604104,0.08943429715243312,0,0,5.0,0.6526171153501248,0.6827612783238127,0.0,0.0,1,14,0.06666666666666667,14.499565867720253,0,0,8,0,7,0,0,15,True,False,0.0,0.0,0.0,1,baseline
12,12.633051224581767,0.8422034149721178,ego_neighbourhood,safety_mobility,50.0,3.8,0.13716626662709558,0.27576571366016417,0.3113510554166768,0.17944788555440463,0.10049627496447222,0,0,5.0,0.6520116947418994,0.6813212786504451,0.0,0.0,1,14,0.06666666666666667,14.470927469219342,0,0,8,0,7,0,0,15,True,False,0.0,0.0,0.0,1,baseline
13,8.680289136329986,0.8680289136329986,ego_neighbourhood,safety_mobility,50.0,4.1,0.03934700573729377,-2.121167774449652,0.2568474104822961,0.1823788834095768,0.4784244635604793,2,2,5.0,0.691795110768225,0.6698954005718573,0.0,0.05,0,10,0.0,18.45249855852701,1,1,2,0,7,0,0,10,True,False,0.0,0.0,0.0,1,baseline
14,12.633051224581767,0.8422034149721178,ego_neighbourhood,safety_mobility,50.0,3.8666666666666667,0.1361245447172137,0.2617616315870138,0.3082034158354831,0.17944459507087476,0.11142949261300239,0,0,5.0,0.6518160903043965,0.6872253489378265,0.0,0.0,1,14,0.06666666666666667,14.50111107926025,0,0,8,0,7,0,0,15,True,False,0.0,0.0,0.0,1,baseline
15,3.380338850723562,0.8450847126808905,ego_neighbourhood,safety_mobility,50.0,4.0,-0.22068932626155519,-1.9809664492711967,0.2903176540489695,0.20630405708532112,0.3805802835145804,2,2,5.0,0.7694811824019097,0.5583270567058807,0.0,0.1,0,4,0.0,18.7560781091799,1,1,2,0,1,0,0,4,True,False,0.0,0.0,0.0,1,baseline
16,3.3479449820996816,0.8369862455249204,ego_neighbourhood,safety_mobility,50.0,4.0,-0.24064142142070366,-2.0412516840678765,0.2921472301571808,0.21371751439029057,0.3864172213205994,2,2,5.0,0.7561824486954747,0.5280704370765876,0.0,0.1,0,4,0.0,17.948090445329797,1,1,2,0,1,0,0,4,True,False,0.0,0.0,0.0,1,baseline
17,12.633051224581767,0.8422034149721178,ego_neighbourhood,safety_mobility,50.0,3.8666666666666667,0.14407798837316702,0.2925991503463403,0.3194432545859148,0.17332376374298264,0.05735680727327064,0,0,5.0,0.6538417427289595,0.6687969762860896,0.0,0.0,1,14,0.06666666666666667,14.499409191659431,0,0,10,0,5,0,0,15,True,False,0.0,0.0,0.0,1,baseline
18,12.633051224581767,0.8422034149721178,ego_neighbourhood,safety_mobility,50.0,3.8666666666666667,0.13701317796219825,0.2669366327858255,0.30959186870388167,0.18035258128319023,0.10850385662904416,0,0,5.0,0.6520889667514513,0.6849941960951391,0.0,0.0,1,14,0.06666666666666667,14.554071171756455,0,0,8,0,7,0,0,15,True,False,0.0,0.0,0.0,1,baseline
19,12.633051224581767,0.8422034149721178,ego_neighbourhood,safety_mobility,50.0,3.8666666666666667,0.14225260698295492,0.31399157609757233,0.31770340930677465,0.1647560253241222,0.006971821421410507,0,0,5.0,0.6530970314692849,0.6707872443250203,0.0,0.0,1,14,0.06666666666666667,14.560976631000946,0,0,8,0,7,0,0,15,True,False,0.0,0.0,0.0,1,baseline
20,8.607489119793074,0.8607489119793075,ego_neighbourhood,safety_mobility,50.0,3.8,0.0481784464244094,-2.2569250062701998,0.23612005205834014,0.13146402422138265,0.4916279695575616,2,2,5.0,0.6893275047849176,0.7064149054531548,0.0,0.05,0,10,0.0,18.331741973704943,1,1,3,0,6,0,0,10,True,False,0.0,0.0,0.0,1,baseline
21,13.745123334445882,0.9163415556297255,ego_neighbourhood,safety_mobility,50.0,4.066666666666666,0.2265797568816436,0.29761462220255785,0.3349869765045426,0.1404425927046681,0.04862105846800202,0,0,5.0,0.6696828966691037,0.6693918403291225,0.0,0.0,0,15,0.0,17.930424539537057,0,0,7,0,8,0,0,15,True,False,0.0,0.0,0.0,1,baseline
22,8.613530878049975,0.8613530878049975,ego_neighbourhood,safety_mobility,50.0,3.9,0.047125619372101205,-2.244199897281631,0.23635112698777813,0.13293313662211512,0.49078750221786094,2,2,5.0,0.687641275401333,0.7025802968271101,0.0,0.05,0,10,0.0,18.273949685495822,1,1,3,0,6,0,0,10,True,False,0.0,0.0,0.0,1,baseline
23,13.745123334445882,0.9163415556297255,ego_neighbourhood,safety_mobility,50.0,4.0,0.20626055393552337,0.21100586091770018,0.3265363317799829,0.15504478627138518,0.16212500112183847,0,0,5.0,0.6753088548741661,0.6975450461883663,0.0,0.0,0,15,0.0,18.656864331582764,0,0,5,0,10,0,0,15,True,False,0.0,0.0,0.0,1,baseline
24,13.745123334445882,0.9163415556297255,ego_neighbourhood,safety_mobility,50.0,4.066666666666666,0.2439192537819864,0.32862454546187114,0.3410783562363943,0.11955588166414569,0.022992301443121255,0,0,5.0,0.6681406877271195,0.6541246629814508,0.0,0.0,0,15,0.0,18.035872814195855,0,0,8,0,7,0,0,15,True,False,0.0,0.0,0.0,1,baseline
25,8.745123000595632,0.8745123000595632,ego_neighbourhood,safety_mobility,50.0,4.0,0.012541738544902791,-2.025665806490397,0.25812228309362667,0.19843237844320927,0.4634953324575295,2,2,5.0,0.6926515542143578,0.6690585422414621,0.0,0.05,0,10,0.0,18.209705306611887,1,1,3,0,6,0,0,10,True,False,0.0,0.0,0.0,1,baseline
26,8.642333058492692,0.8642333058492693,ego_neighbourhood,safety_mobility,50.0,3.9,0.04989747633405184,-2.189351980424754,0.2534603755646227,0.14423372615069877,0.48591285346478075,2,2,5.0,0.6905014407905964,0.6740821304519472,0.0,0.05,0,10,0.0,18.312739598566555,1,1,3,0,6,0,0,10,True,False,0.0,0.0,0.0,1,baseline
27,12.633051224581767,0.8422034149721178,ego_neighbourhood,safety_mobility,50.0,3.933333333333333,0.13432991146222414,0.2531869105993248,0.3091036202110271,0.19455917437770642,0.13639088036768898,0,0,5.0,0.6519841896939379,0.6857611389658216,0.0,0.0,1,14,0.06666666666666667,14.593930963236108,0,0,8,0,7,0,0,15,True,False,0.0,0.0,0.0,1,baseline
28,12.633051224581767,0.8422034149721178,ego_neighbourhood,safety_mobility,50.0,3.8666666666666667,0.14049084201697554,0.2799817749196344,0.3078127065637713,0.1673563897296799,0.06753400662450049,0,0,5.0,0.6514167275147712,0.6872080419019998,0.0,0.0,1,14,0.06666666666666667,14.504876522947153,0,0,9,0,6,0,0,15,True,False,0.0,0.0,0.0,1,baseline
29,13.745123334445882,0.9163415556297255,ego_neighbourhood,safety_mobility,50.0,3.933333333333333,0.20963431023298845,0.2175401861702021,0.3299198471737036,0.15616677089766554,0.15979390971247165,0,0,5.0,0.6750364338075203,0.6902331732676334,0.0,0.0,0,15,0.0,18.473510555581445,0,0,5,0,10,0,0,15,True,False,0.0,0.0,0.0,1,baseline
30,13.745123334445882,0.9163415556297255,ego_neighbourhood,safety_mobility,50.0,3.933333333333333,0.23628037779194855,0.30333373736164426,0.33743278475401356,0.12496302830648151,0.04105011741095521,0,0,5.0,0.6708784435845019,0.6668913176609768,0.0,0.0,0,15,0.0,17.86745420125626,0,0,7,0,8,0,0,15,True,False,0.0,0.0,0.0,1,baseline
31,12.633051224581767,0.8422034149721178,ego_neighbourhood,safety_mobility,50.0,4.0,0.13529018767130868,0.30486124034242157,0.3173447107123388,0.17911116825962783,0.032130821624047456,0,0,5.0,0.6508296999314787,0.6669699784382801,0.0,0.0,1,14,0.06666666666666667,14.528954256491007,0,0,8,0,7,0,0,15,True,False,0.0,0.0,0.0,1,baseline
32,12.633051224581767,0.8422034149721178,ego_neighbourhood,safety_mobility,50.0,3.8666666666666667,0.14191926760582832,0.29472088016297887,0.3188389428236749,0.17505308736030986,0.05718637897405743,0,0,5.0,0.6530086363462007,0.6683393870450516,0.0,0.0,1,14,0.06666666666666667,14.498361502829887,0,0,9,0,6,0,0,15,True,False,0.0,0.0,0.0,1,baseline
33,13.745123334445882,0.9163415556297255,ego_neighbourhood,safety_mobility,50.0,3.933333333333333,0.2163403271224452,0.209010155986402,0.31750682769631317,0.1389495365818244,0.14402340495101296,0,0,5.0,0.6784240673594994,0.7218344793263723,0.0,0.0,0,15,0.0,18.856856001229584,0,0,5,0,10,0,0,15,True,False,0.0,0.0,0.0,1,baseline
34,13.745123334445882,0.9163415556297255,ego_neighbourhood,safety_mobility,50.0,3.933333333333333,0.20415116377819692,0.20611174734590398,0.3169431362597397,0.15322873918785368,0.15934820884073964,0,0,5.0,0.6759655609040587,0.7180448492886381,0.0,0.0,0,15,0.0,18.664367198023008,0,0,5,0,10,0,0,15,True,False,0.0,0.0,0.0,1,baseline
35,13.745123334445882,0.9163415556297255,ego_neighbourhood,safety_mobility,50.0,4.0,0.2113576959000107,0.20745968071535575,0.32558146225567114,0.15088775249015962,0.16032427209136024,0,0,5.0,0.6780748708339572,0.7049868171565727,0.0,0.0,0,15,0.0,18.843783421658728,0,0,5,0,10,0,0,15,True,False,0.0,0.0,0.0,1,baseline
36,8.66000379536362,0.866000379536362,ego_neighbourhood,safety_mobility,50.0,4.0,0.03552082098521887,-2.1552746041018693,0.2452522613187877,0.1633840061253442,0.4827082917027836,2,2,5.0,0.6881900910492742,0.6858756594609731,0.0,0.05,0,10,0.0,18.26835996825442,1,1,2,0,7,0,0,10,True,False,0.0,0.0,0.0,1,baseline
37,13.745123334445882,0.9163415556297255,ego_neighbourhood,safety_mobility,50.0,4.0,0.2041117324012688,0.21696452507723424,0.3277299541340426,0.1602037908069666,0.15957129859681052,0,0,5.0,0.6746466859367394,0.6938334636053936,0.0,0.0,0,15,0.0,18.49554500479343,0,0,5,0,10,0,0,15,True,False,0.0,0.0,0.0,1,baseline
38,3.380338850723562,0.8450847126808905,ego_neighbourhood,safety_mobility,50.0,3.75,-0.20107612659679197,-1.9707589114620967,0.24601427610360857,0.22280514864922385,0.45003071756275803,2,2,5.0,0.7645707806709778,0.5371130091347388,0.0,0.125,0,4,0.0,18.61757480873405,1,1,2,0,1,0,0,4,True,False,0.0,0.0,0.0,1,baseline
39,3.380338850723562,0.8450847126808905,ego_neighbourhood,safety_mobility,50.0,3.75,-0.17472917003904603,-1.9402756665061835,0.32353973018545823,0.18901895655981543,0.3896213583484809,2,2,5.0,0.7768581619214776,0.5066368634720386,0.0,0.1,0,4,0.0,19.234120598931224,1,1,2,0,1,0,0,4,True,False,0.0,0.0,0.0,1,baseline
40,4.2177932684953445,0.8435586536990689,ego_neighbourhood,safety_mobility,50.0,4.0,-0.14630265210274787,-2.1459841946621165,0.3178772322933969,0.21977068590558052,0.40419889697184286,2,2,5.0,0.7334916701933467,0.5112288757998996,0.0,0.08,0,5,0.0,16.86644755819504,1,1,3,0,1,0,0,5,True,False,0.0,0.0,0.0,1,baseline
41,8.650863752173246,0.8650863752173246,ego_neighbourhood,safety_mobility,50.0,4.2,0.04262033554183784,-2.172692679405242,0.28401853913132313,0.16133572675368407,0.4129081916732611,2,2,5.0,0.6925958024073017,0.657154526551957,0.0,0.04,0,10,0.0,18.45821092367031,1,1,2,0,7,0,0,10,True,False,0.0,0.0,0.0,1,baseline
42,8.716481191337333,0.8716481191337333,ego_neighbourhood,safety_mobility,50.0,4.0,0.0023453007347347564,-2.0715848344265035,0.2495552163879597,0.2037678200183592,0.4706432814974453,2,2,5.0,0.6884393925700703,0.6777683523642212,0.0,0.05,0,10,0.0,18.18553631983813,1,1,2,0,7,0,0,10,True,False,0.0,0.0,0.0,1,baseline
43,12.633051224581767,0.8422034149721178,ego_neighbourhood,safety_mobility,50.0,3.8666666666666667,0.1339075036505109,0.27838583251443016,0.31153781086160903,0.1800757963767838,0.05174797434425171,0,0,5.0,0.6515100732416632,0.6799445247601085,0.0,0.0,0,15,0.0,14.51721417129542,0,0,8,0,7,0,0,15,True,False,0.0,0.0,0.0,1,baseline
44,4.1946257071370745,0.8389251414274149,ego_neighbourhood,safety_mobility,50.0,4.0,-0.17114301111662442,-2.2001261505396834,0.296210566273925,0.2179777568923452,0.40295573112147576,2,2,5.0,0.7262238535063801,0.5400265744649102,0.0,0.08,0,5,0.0,16.459993915786995,1,1,3,0,1,0,0,5,True,False,0.0,0.0,0.0,1,baseline
