seed,condition,regime,group,opp_worse,opp_better,yield_worse,yield_better,P_yield_given_worse,P_yield_given_better,RY,priority_pairs,priority_to_worse_off,P_priority_worse,burden_opp_worse,burden_opp_better,burden_event_worse,burden_event_better,rate_burden_worse,rate_burden_better,BC,worst_off_samples,recovery_n_k10,Recovery_k10,GapClosure_k10,recovery_n_k25,Recovery_k25,GapClosure_k25,recovery_n_k50,Recovery_k50,GapClosure_k50
910102,maximin,original,ALL,14398.0,119461.0,1781.0,15410.0,0.12369773579663842,0.12899607403252944,0.9589263605452448,0.0,0.0,nan,14398.0,119461.0,358.0,722.0,0.024864564522850397,0.006043813462134086,4.114052274881207,6642.0,5574.0,-0.03486809441143203,-0.017085220975681936,3735.0,-0.09169831048699949,-0.03728953914116421,1012.0,-0.17015558555623383,-0.01765916027141637
910102,maximin,wsc,ALL,14539.0,77561.0,174.0,8134.0,0.011967810716005228,0.10487229406531633,0.1141179452844949,0.0,0.0,nan,14539.0,77561.0,58.0,596.0,0.003989270238668409,0.0076842743131212855,0.5191472969485914,6381.0,5184.0,0.008604910658210533,0.007213651962566137,2646.0,0.01704705626392753,0.014693150626064124,241.0,0.029384274820106897,0.028403618841489436
920101,baseline,original,ALL,25615.0,91129.0,2261.0,6591.0,0.08826859262151084,0.07232604330125426,1.2204261230474376,54.0,54.0,1.0,25615.0,91129.0,669.0,657.0,0.02611750927191099,0.007209560074180557,3.622621769315033,8324.0,7918.0,0.001239365972823681,0.005852354770052695,4913.0,-8.534301186328549e-05,0.015424182175879486,304.0,-0.15788912649593975,0.012840018165005728
920101,baseline,wsc,ALL,250.0,118348.0,2.0,17573.0,0.008,0.1484858214756481,0.05387719797416491,0.0,0.0,nan,250.0,118348.0,0.0,245.0,0.0,0.002070165951262379,0.0,271.0,270.0,0.00010920979994350303,0.00010920979994350303,128.0,0.0003700570099891909,0.0003700570099891909,0.0,nan,nan
920101,mean,original,ALL,0.0,134933.0,0.0,11420.0,nan,0.084634596429339,nan,0.0,0.0,nan,0.0,134933.0,0.0,421.0,nan,0.0031200669962129354,nan,0.0,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
920101,mean,wsc,ALL,0.0,117370.0,0.0,3934.0,nan,0.033517934736303996,nan,0.0,0.0,nan,0.0,117370.0,0.0,113.0,nan,0.0009627673170316094,nan,0.0,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
920101,ggi,original,ALL,6116.0,130543.0,189.0,3183.0,0.03090255068672335,0.02438277042813479,1.2673929231218743,0.0,0.0,nan,6116.0,130543.0,68.0,349.0,0.011118378024852845,0.0026734485954819486,4.1588149641786964,2970.0,2765.0,5.878092706289209e-05,0.0010979201514985477,1716.0,0.000324012262846406,0.0038386105206623822,98.0,-0.03758412609701141,0.0029258185875893203
920101,ggi,wsc,ALL,9456.0,123029.0,277.0,6127.0,0.029293570219966158,0.049801266368092074,0.588209343984367,66.0,0.0,0.0,9456.0,123029.0,6.0,638.0,0.0006345177664974619,0.00518576920888571,0.12235750202886558,3134.0,3133.0,0.0018026754415106454,0.0018328466836464716,2041.0,0.004185231663029122,0.0042203584202326035,21.0,0.02007263950058707,0.02390737991757659
920101,maximin,original,ALL,42766.0,84250.0,581.0,3305.0,0.013585558621334705,0.039228486646884275,0.34631870313084684,102.0,0.0,0.0,42766.0,84250.0,231.0,644.0,0.005401487162699341,0.007643916913946587,0.7066386544369868,9151.0,8865.0,0.001533765725369718,0.0013085776084184211,5489.0,0.0034927107675555586,0.003000808435325077,16.0,0.01267440497336287,0.0120623807161968
920101,maximin,wsc,ALL,12290.0,112367.0,1388.0,7118.0,0.1129373474369406,0.06334600016018938,1.7828646978711302,3.0,0.0,0.0,12290.0,112367.0,186.0,446.0,0.015134255492270139,0.003969136846227095,3.812984051345109,4987.0,4878.0,-0.013102068269624925,-0.0019442642030312865,3387.0,-0.036953899330237946,0.0029964320138199728,903.0,-0.13921861388328238,0.033035543998950104
